,Tournament,League,Link,DateTime UTC,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Team,ID,Nationality,Country,Birthdate,Region,Short
169,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
170,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
171,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
172,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
173,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
174,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
175,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
176,IWCI 2015,2015 IWCI,007x,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
177,IWCI 2015,2015 IWCI,007x,2015-04-24 20:00:00,45:53,Bangkok Titans,Beşiktaş Esports,0,3,Beşiktaş Esports,,,,,,,
178,IWCI 2015,2015 IWCI,007x,2015-04-24 20:00:00,45:53,Bangkok Titans,Beşiktaş Esports,0,3,Beşiktaş Esports,,,,,,,
179,IWCI 2015,2015 IWCI,007x,2015-04-24 20:00:00,45:53,Bangkok Titans,Beşiktaş Esports,0,3,Beşiktaş Esports,,,,,,,
180,IWCI 2015,2015 IWCI,Astarore,2015-04-21 15:00:00,30:17,Hard Random,DetonatioN FocusMe,1,0,Hard Random,,,,,,,
181,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
182,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
183,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
184,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
185,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
186,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
187,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
188,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
189,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
190,IWCI 2015,2015 IWCI,Astarore,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
191,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
192,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
193,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
194,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
195,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
196,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
197,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
198,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
199,IWCI 2015,2015 IWCI,Astarore,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
200,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
201,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
202,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
203,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
204,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
205,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
206,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
207,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
208,IWCI 2015,2015 IWCI,Astarore,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
209,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
210,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
211,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
212,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
213,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
214,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
215,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
216,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
217,IWCI 2015,2015 IWCI,Astarore,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
218,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
219,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
220,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
221,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
222,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
223,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
224,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
225,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
226,IWCI 2015,2015 IWCI,Astarore,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
227,IWCI 2015,2015 IWCI,BearJew,2015-04-21 14:00:00,43:52,Kaos Latin Gamers,Chiefs Esports Club,0,1,Chiefs Esports Club,,,,,,,
228,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
229,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
230,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
231,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
232,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
233,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
234,IWCI 2015,2015 IWCI,BearJew,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
235,IWCI 2015,2015 IWCI,BearJew,2015-04-22 14:00:00,38:38,Kaos Latin Gamers,Hard Random,1,0,Kaos Latin Gamers,,,,,,,
236,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
237,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
238,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
239,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
240,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
241,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
242,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
243,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
244,IWCI 2015,2015 IWCI,BearJew,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
245,IWCI 2015,2015 IWCI,BearJew,2015-04-23 14:00:00,28:26,Kaos Latin Gamers,Bangkok Titans,0,1,Bangkok Titans,,,,,,,
246,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
247,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
248,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
249,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
250,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
251,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
252,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
253,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
254,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
255,IWCI 2015,2015 IWCI,BearJew,2015-04-23 16:00:00,18:40,INTZ,Kaos Latin Gamers,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
256,IWCI 2015,2015 IWCI,BonziN,2015-04-21 15:00:00,30:17,Hard Random,DetonatioN FocusMe,1,0,Hard Random,,,,,,,
257,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
258,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
259,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
260,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
261,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
262,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
263,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
264,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
265,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
266,IWCI 2015,2015 IWCI,BonziN,2015-04-21 21:00:00,35:52,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
267,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
268,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
269,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
270,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
271,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
272,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
273,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
274,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
275,IWCI 2015,2015 IWCI,BonziN,2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
276,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
277,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
278,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
279,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
280,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
281,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
282,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
283,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
284,IWCI 2015,2015 IWCI,BonziN,2015-04-22 20:00:00,34:25,DetonatioN FocusMe,Kaos Latin Gamers,1,0,DetonatioN FocusMe,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
285,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
286,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
287,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
288,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
289,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
290,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
291,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
292,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
293,IWCI 2015,2015 IWCI,BonziN,2015-04-23 15:00:00,36:26,Chiefs Esports Club,DetonatioN FocusMe,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
294,IWCI 2015,2015 IWCI,BonziN,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
295,IWCI 2015,2015 IWCI,BonziN,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
296,IWCI 2015,2015 IWCI,BonziN,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
